怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	神将	一级神将素材	专属技能
55255	重楼红颜	111	5	13	5	10	77914	106758	100013	39339	39339	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55315	重楼刀兵	111	1	13	5	10	78713	97937	123999	43582	43582	555	2220	2220	2220	555	2220	hero/dao.png	0		
55325	重楼枪兵	111	2	13	5	10	78713	105405	112288	39841	39841	555	2220	2220	2220	555	2220	hero/qiang.png	0		
55335	重楼骑兵	111	3	13	5	10	78713	107679	112288	40031	40031	555	2220	2220	2220	555	2220	hero/qi.png	0		
55343	重楼谋士	111	4	13	3	10	78713	108496	101023	39629	39629	555	2220	2220	2220	555	2220	hero/xunyu.png	0		
55353	重楼红颜	111	5	13	3	10	78713	107942	100830	39750	39750	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55415	重楼刀兵	111	1	13	5	10	79512	99007	124909	44021	44021	555	2220	2220	2220	555	2220	hero/dao.png	0		
55433	重楼骑兵	111	3	13	3	10	79512	108852	113145	40444	40444	555	2220	2220	2220	555	2220	hero/qi.png	0		
55435	重楼骑兵	111	3	13	5	10	79512	108852	113145	40444	40444	555	2220	2220	2220	555	2220	hero/qi.png	0		
55453	重楼红颜	111	5	13	3	10	79512	109126	101646	40162	40162	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55455	重楼红颜	111	5	13	5	10	79512	109126	101646	40162	40162	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55523	重楼枪兵	111	2	13	3	10	80311	107599	114003	40693	40693	555	2220	2220	2220	555	2220	hero/qiang.png	0		
55533	重楼骑兵	111	3	13	3	10	80311	110025	114003	40858	40858	555	2220	2220	2220	555	2220	hero/qi.png	0		
55535	重楼骑兵	111	3	13	5	10	80311	110025	114003	40858	40858	555	2220	2220	2220	555	2220	hero/qi.png	0		
55545	重楼谋士	111	4	13	5	10	80311	110806	102647	40474	40474	555	2220	2220	2220	555	2220	hero/xunyu.png	0		
55555	重楼红颜	111	5	13	5	10	80311	110310	102462	40573	40573	555	2220	2220	2220	555	2220	hero/hongyan.png	0		
55615	重楼刀兵	112	1	14	5	10	81110	101148	126731	44899	44899	560	2240	2240	2240	560	2240	hero/dao.png	0		
55623	重楼枪兵	112	2	14	3	10	81110	108696	114860	41119	41119	560	2240	2240	2240	560	2240	hero/qiang.png	0		
55625	重楼枪兵	112	2	14	5	10	81110	108696	114860	41119	41119	560	2240	2240	2240	560	2240	hero/qiang.png	0		
55715	重楼刀兵	112	1	14	5	10	81910	102219	127642	45339	45339	560	2240	2240	2240	560	2240	hero/dao.png	0		
55725	重楼枪兵	112	2	14	5	10	81910	109793	115717	41545	41545	560	2240	2240	2240	560	2240	hero/qiang.png	0		
55745	重楼谋士	112	4	14	5	10	81910	113117	104271	41318	41318	560	2240	2240	2240	560	2240	hero/xunyu.png	0		
55753	重楼红颜	112	5	14	3	10	81910	112678	104095	41395	41395	560	2240	2240	2240	560	2240	hero/hongyan.png	0		
55755	重楼红颜	112	5	14	5	10	81910	112678	104095	41395	41395	560	2240	2240	2240	560	2240	hero/hongyan.png	0		
55815	重楼刀兵	112	1	14	5	10	82709	103290	128553	45778	45778	560	2240	2240	2240	560	2240	hero/dao.png	0		
55825	重楼枪兵	112	2	14	5	10	82709	110890	116574	41971	41971	560	2240	2240	2240	560	2240	hero/qiang.png	0		
55833	重楼骑兵	112	3	14	3	10	82709	113543	116574	42099	42099	560	2240	2240	2240	560	2240	hero/qi.png	0		
55843	重楼谋士	112	4	14	3	10	82709	114272	105083	41740	41740	560	2240	2240	2240	560	2240	hero/xunyu.png	0		
55855	重楼红颜	112	5	14	5	10	82709	113862	104911	41806	41806	560	2240	2240	2240	560	2240	hero/hongyan.png	0		
55915	重楼刀兵	112	1	14	5	10	83508	104360	129464	46217	46217	560	2240	2240	2240	560	2240	hero/dao.png	0		
55943	重楼谋士	112	4	14	3	10	83508	115428	105895	42162	42162	560	2240	2240	2240	560	2240	hero/xunyu.png	0		
55945	重楼谋士	112	4	14	5	10	83508	115428	105895	42162	42162	560	2240	2240	2240	560	2240	hero/xunyu.png	0		
55953	重楼红颜	112	5	14	3	10	83508	115046	105727	42217	42217	560	2240	2240	2240	560	2240	hero/hongyan.png	0		
56015	重楼刀兵	112	1	14	5	10	84307	105431	130375	46656	46656	560	2240	2240	2240	560	2240	hero/dao.png	0		
56025	重楼枪兵	112	2	14	5	10	84307	113084	118289	42823	42823	560	2240	2240	2240	560	2240	hero/qiang.png	0		
56033	重楼骑兵	112	3	14	3	10	84307	115888	118289	42926	42926	560	2240	2240	2240	560	2240	hero/qi.png	0		
56035	重楼骑兵	112	3	14	5	10	84307	115888	118289	42926	42926	560	2240	2240	2240	560	2240	hero/qi.png	0		
56045	重楼谋士	112	4	14	5	10	84307	116583	106708	42584	42584	560	2240	2240	2240	560	2240	hero/xunyu.png	0		
56055	重楼红颜	112	5	14	5	10	84307	116230	106543	42628	42628	560	2240	2240	2240	560	2240	hero/hongyan.png	0		
56113	重楼刀兵	113	1	15	3	10	85106	106501	131285	47095	47095	565	2260	2260	2260	565	2260	hero/dao.png	0		
56115	重楼刀兵	113	1	15	5	10	85106	106501	131285	47095	47095	565	2260	2260	2260	565	2260	hero/dao.png	0		
56133	重楼骑兵	113	3	15	3	10	85106	117061	119146	43340	43340	565	2260	2260	2260	565	2260	hero/qi.png	0		
56135	重楼骑兵	113	3	15	5	10	85106	117061	119146	43340	43340	565	2260	2260	2260	565	2260	hero/qi.png	0		
56145	重楼谋士	113	4	15	5	10	85106	117738	107520	43007	43007	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56153	重楼红颜	113	5	15	3	10	85106	117414	107360	43040	43040	565	2260	2260	2260	565	2260	hero/hongyan.png	0		
56155	重楼红颜	113	5	15	5	10	85106	117414	107360	43040	43040	565	2260	2260	2260	565	2260	hero/hongyan.png	0		
56215	重楼刀兵	113	1	15	5	10	85905	107572	132196	47534	47534	565	2260	2260	2260	565	2260	hero/dao.png	0		
56233	重楼骑兵	113	3	15	3	10	85905	118234	120004	43753	43753	565	2260	2260	2260	565	2260	hero/qi.png	0		
56235	重楼骑兵	113	3	15	5	10	85905	118234	120004	43753	43753	565	2260	2260	2260	565	2260	hero/qi.png	0		
56243	重楼谋士	113	4	15	3	10	85905	118894	108332	43429	43429	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56245	重楼谋士	113	4	15	5	10	85905	118894	108332	43429	43429	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56313	重楼刀兵	113	1	15	3	10	86704	108643	133107	47973	47973	565	2260	2260	2260	565	2260	hero/dao.png	0		
56315	重楼刀兵	113	1	15	5	10	86704	108643	133107	47973	47973	565	2260	2260	2260	565	2260	hero/dao.png	0		
56333	重楼骑兵	113	3	15	3	10	86704	119406	120861	44167	44167	565	2260	2260	2260	565	2260	hero/qi.png	0		
56343	重楼谋士	113	4	15	3	10	86704	120049	109144	43851	43851	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56345	重楼谋士	113	4	15	5	10	86704	120049	109144	43851	43851	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56355	重楼红颜	113	5	15	5	10	86704	119782	108992	43862	43862	565	2260	2260	2260	565	2260	hero/hongyan.png	0		
56413	重楼刀兵	113	1	15	3	10	87503	109713	134018	48413	48413	565	2260	2260	2260	565	2260	hero/dao.png	0		
56433	重楼骑兵	113	3	15	3	10	87503	120579	121718	44580	44580	565	2260	2260	2260	565	2260	hero/qi.png	0		
56443	重楼谋士	113	4	15	3	10	87503	121204	109956	44273	44273	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56453	重楼红颜	113	5	15	3	10	87503	120966	109808	44273	44273	565	2260	2260	2260	565	2260	hero/hongyan.png	0		
56455	重楼红颜	113	5	15	5	10	87503	120966	109808	44273	44273	565	2260	2260	2260	565	2260	hero/hongyan.png	0		
56515	重楼刀兵	113	1	15	5	10	88303	110784	134929	48852	48852	565	2260	2260	2260	565	2260	hero/dao.png	0		
56533	重楼骑兵	113	3	15	3	10	88303	121752	122575	44994	44994	565	2260	2260	2260	565	2260	hero/qi.png	0		
56543	重楼谋士	113	4	15	3	10	88303	122360	110768	44695	44695	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56545	重楼谋士	113	4	15	5	10	88303	122360	110768	44695	44695	565	2260	2260	2260	565	2260	hero/xunyu.png	0		
56555	重楼红颜	113	5	15	5	10	88303	122150	110625	44684	44684	565	2260	2260	2260	565	2260	hero/hongyan.png	0		
56613	重楼刀兵	114	1	13	3	10	89102	111854	135840	49291	49291	570	2280	2280	2280	570	2280	hero/dao.png	0		
56625	重楼枪兵	114	2	13	5	10	89102	119667	123433	45380	45380	570	2280	2280	2280	570	2280	hero/qiang.png	0		
56635	重楼骑兵	114	3	13	5	10	89102	122925	123433	45408	45408	570	2280	2280	2280	570	2280	hero/qi.png	0		
56643	重楼谋士	114	4	13	3	10	89102	123515	111580	45117	45117	570	2280	2280	2280	570	2280	hero/xunyu.png	0		
56645	重楼谋士	114	4	13	5	10	89102	123515	111580	45117	45117	570	2280	2280	2280	570	2280	hero/xunyu.png	0		
56653	重楼红颜	114	5	13	3	10	89102	123334	111441	45095	45095	570	2280	2280	2280	570	2280	hero/hongyan.png	0		
56713	重楼刀兵	114	1	13	3	10	89901	112925	136750	49730	49730	570	2280	2280	2280	570	2280	hero/dao.png	0		
56715	重楼刀兵	114	1	13	5	10	89901	112925	136750	49730	49730	570	2280	2280	2280	570	2280	hero/dao.png	0		
56725	重楼枪兵	114	2	13	5	10	89901	120764	124290	45806	45806	570	2280	2280	2280	570	2280	hero/qiang.png	0		
56733	重楼骑兵	114	3	13	3	10	89901	124097	124290	45821	45821	570	2280	2280	2280	570	2280	hero/qi.png	0		
56735	重楼骑兵	114	3	13	5	10	89901	124097	124290	45821	45821	570	2280	2280	2280	570	2280	hero/qi.png	0		
56743	重楼谋士	114	4	13	3	10	89901	124670	112393	45539	45539	570	2280	2280	2280	570	2280	hero/xunyu.png	0		
56753	重楼红颜	114	5	13	3	10	89901	124518	112257	45506	45506	570	2280	2280	2280	570	2280	hero/hongyan.png	0		
56813	重楼刀兵	114	1	13	3	10	90699	113995	137661	50169	50169	570	2280	2280	2280	570	2280	hero/dao.png	0		
56815	重楼刀兵	114	1	13	5	10	90699	113995	137661	50169	50169	570	2280	2280	2280	570	2280	hero/dao.png	0		
56825	重楼枪兵	114	2	13	5	10	90699	121861	125147	46232	46232	570	2280	2280	2280	570	2280	hero/qiang.png	0		
56835	重楼骑兵	114	3	13	5	10	90699	125270	125147	46235	46235	570	2280	2280	2280	570	2280	hero/qi.png	0		
56853	重楼红颜	114	5	13	3	10	90699	125702	113073	45918	45918	570	2280	2280	2280	570	2280	hero/hongyan.png	0		
56855	重楼红颜	114	5	13	5	10	90699	125702	113073	45918	45918	570	2280	2280	2280	570	2280	hero/hongyan.png	0		
56923	重楼枪兵	114	2	13	3	10	91499	122958	126005	46658	46658	570	2280	2280	2280	570	2280	hero/qiang.png	0		
56933	重楼骑兵	114	3	13	3	10	91499	126443	126005	46648	46648	570	2280	2280	2280	570	2280	hero/qi.png	0		
56935	重楼骑兵	114	3	13	5	10	91499	126443	126005	46648	46648	570	2280	2280	2280	570	2280	hero/qi.png	0		
56943	重楼谋士	114	4	13	3	10	91499	126981	114017	46384	46384	570	2280	2280	2280	570	2280	hero/xunyu.png	0		
56953	重楼红颜	114	5	13	3	10	91499	126886	113890	46329	46329	570	2280	2280	2280	570	2280	hero/hongyan.png	0		
57015	重楼刀兵	114	1	13	5	10	92299	116137	139483	51048	51048	570	2280	2280	2280	570	2280	hero/dao.png	0		
57025	重楼枪兵	114	2	13	5	10	92299	124055	126862	47084	47084	570	2280	2280	2280	570	2280	hero/qiang.png	0		
57043	重楼谋士	114	4	13	3	10	92299	128137	114829	46806	46806	570	2280	2280	2280	570	2280	hero/xunyu.png	0		
57045	重楼谋士	114	4	13	5	10	92299	128137	114829	46806	46806	570	2280	2280	2280	570	2280	hero/xunyu.png	0		
57053	重楼红颜	114	5	13	3	10	92299	128070	114706	46740	46740	570	2280	2280	2280	570	2280	hero/hongyan.png	0		
57115	重楼刀兵	115	1	14	5	10	93097	117207	140394	51487	51487	575	2300	2300	2300	575	2300	hero/dao.png	0		
57123	重楼枪兵	115	2	14	3	10	93097	125152	127719	47510	47510	575	2300	2300	2300	575	2300	hero/qiang.png	0		
57133	重楼骑兵	115	3	14	3	10	93097	128788	127719	47476	47476	575	2300	2300	2300	575	2300	hero/qi.png	0		
57143	重楼谋士	115	4	14	3	10	93097	129292	115641	47228	47228	575	2300	2300	2300	575	2300	hero/xunyu.png	0		
57155	重楼红颜	115	5	14	5	10	93097	129254	115522	47151	47151	575	2300	2300	2300	575	2300	hero/hongyan.png	0		
57213	重楼刀兵	115	1	14	3	10	93897	118278	141305	51926	51926	575	2300	2300	2300	575	2300	hero/dao.png	0		
57225	重楼枪兵	115	2	14	5	10	93897	126249	128577	47936	47936	575	2300	2300	2300	575	2300	hero/qiang.png	0		
57235	重楼骑兵	115	3	14	5	10	93897	129961	128577	47889	47889	575	2300	2300	2300	575	2300	hero/qi.png	0		
57243	重楼谋士	115	4	14	3	10	93897	130447	116453	47650	47650	575	2300	2300	2300	575	2300	hero/xunyu.png	0		
57313	重楼刀兵	115	1	14	3	10	94695	119348	142215	52365	52365	575	2300	2300	2300	575	2300	hero/dao.png	0		
57333	重楼骑兵	115	3	14	3	10	94695	131134	129434	48303	48303	575	2300	2300	2300	575	2300	hero/qi.png	0		
57335	重楼骑兵	115	3	14	5	10	94695	131134	129434	48303	48303	575	2300	2300	2300	575	2300	hero/qi.png	0		
57345	重楼谋士	115	4	14	5	10	94695	131603	117265	48072	48072	575	2300	2300	2300	575	2300	hero/xunyu.png	0		
57353	重楼红颜	115	5	14	3	10	94695	131622	117155	47973	47973	575	2300	2300	2300	575	2300	hero/hongyan.png	0		
57413	重楼刀兵	115	1	14	3	10	95495	120419	143126	52804	52804	575	2300	2300	2300	575	2300	hero/dao.png	0		
57415	重楼刀兵	115	1	14	5	10	95495	120419	143126	52804	52804	575	2300	2300	2300	575	2300	hero/dao.png	0		
57425	重楼枪兵	115	2	14	5	10	95495	128443	130291	48788	48788	575	2300	2300	2300	575	2300	hero/qiang.png	0		
57435	重楼骑兵	115	3	14	5	10	95495	132306	130291	48716	48716	575	2300	2300	2300	575	2300	hero/qi.png	0		
57453	重楼红颜	115	5	14	3	10	95495	132806	117971	48384	48384	575	2300	2300	2300	575	2300	hero/hongyan.png	0		
57513	重楼刀兵	115	1	14	3	10	96294	121490	144037	53243	53243	575	2300	2300	2300	575	2300	hero/dao.png	0		
57515	重楼刀兵	115	1	14	5	10	96294	121490	144037	53243	53243	575	2300	2300	2300	575	2300	hero/dao.png	0		
57543	重楼谋士	115	4	14	3	10	96294	133913	118890	48917	48917	575	2300	2300	2300	575	2300	hero/xunyu.png	0		
57545	重楼谋士	115	4	14	5	10	96294	133913	118890	48917	48917	575	2300	2300	2300	575	2300	hero/xunyu.png	0		
57555	重楼红颜	115	5	14	5	10	96294	133990	118787	48796	48796	575	2300	2300	2300	575	2300	hero/hongyan.png	0		
57613	重楼刀兵	116	1	15	3	10	97093	122560	144948	53682	53682	580	2320	2320	2320	580	2320	hero/dao.png	0		
57615	重楼刀兵	116	1	15	5	10	97093	122560	144948	53682	53682	580	2320	2320	2320	580	2320	hero/dao.png	0		
57633	重楼骑兵	116	3	15	3	10	97093	134652	132006	49544	49544	580	2320	2320	2320	580	2320	hero/qi.png	0		
57635	重楼骑兵	116	3	15	5	10	97093	134652	132006	49544	49544	580	2320	2320	2320	580	2320	hero/qi.png	0		
57645	重楼谋士	116	4	15	5	10	97093	135069	119702	49339	49339	580	2320	2320	2320	580	2320	hero/xunyu.png	0		
57655	重楼红颜	116	5	15	5	10	97093	135173	119603	49207	49207	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
57715	重楼刀兵	116	1	15	5	10	97893	123631	145859	54122	54122	580	2320	2320	2320	580	2320	hero/dao.png	0		
57723	重楼枪兵	116	2	15	3	10	97893	131734	132863	50066	50066	580	2320	2320	2320	580	2320	hero/qiang.png	0		
57743	重楼谋士	116	4	15	3	10	97893	136224	120514	49761	49761	580	2320	2320	2320	580	2320	hero/xunyu.png	0		
57753	重楼红颜	116	5	15	3	10	97893	136357	120420	49618	49618	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
57833	重楼骑兵	116	3	15	3	10	98691	136997	133720	50371	50371	580	2320	2320	2320	580	2320	hero/qi.png	0		
57835	重楼骑兵	116	3	15	5	10	98691	136997	133720	50371	50371	580	2320	2320	2320	580	2320	hero/qi.png	0		
57845	重楼谋士	116	4	15	5	10	98691	137379	121326	50183	50183	580	2320	2320	2320	580	2320	hero/xunyu.png	0		
57853	重楼红颜	116	5	15	3	10	98691	137541	121236	50029	50029	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
57855	重楼红颜	116	5	15	5	10	98691	137541	121236	50029	50029	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
57913	重楼刀兵	116	1	15	3	10	99491	125772	147681	55000	55000	580	2320	2320	2320	580	2320	hero/dao.png	0		
57915	重楼刀兵	116	1	15	5	10	99491	125772	147681	55000	55000	580	2320	2320	2320	580	2320	hero/dao.png	0		
57923	重楼枪兵	116	2	15	3	10	99491	133928	134578	50919	50919	580	2320	2320	2320	580	2320	hero/qiang.png	0		
57943	重楼谋士	116	4	15	3	10	99491	138535	122138	50605	50605	580	2320	2320	2320	580	2320	hero/xunyu.png	0		
57953	重楼红颜	116	5	15	3	10	99491	138725	122052	50440	50440	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
57955	重楼红颜	116	5	15	5	10	99491	138725	122052	50440	50440	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
58013	重楼刀兵	116	1	15	3	10	100289	126842	148591	55439	55439	580	2320	2320	2320	580	2320	hero/dao.png	0		
58015	重楼刀兵	116	1	15	5	10	100289	126842	148591	55439	55439	580	2320	2320	2320	580	2320	hero/dao.png	0		
58025	重楼枪兵	116	2	15	5	10	100289	135025	135435	51345	51345	580	2320	2320	2320	580	2320	hero/qiang.png	0		
58053	重楼红颜	116	5	15	3	10	100289	139909	122868	50851	50851	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
58055	重楼红颜	116	5	15	5	10	100289	139909	122868	50851	50851	580	2320	2320	2320	580	2320	hero/hongyan.png	0		
58123	重楼枪兵	117	2	13	3	10	101089	136122	136292	51771	51771	585	2340	2340	2340	585	2340	hero/qiang.png	0		
58133	重楼骑兵	117	3	13	3	10	101089	140515	136292	51612	51612	585	2340	2340	2340	585	2340	hero/qi.png	0		
58143	重楼谋士	117	4	13	3	10	101089	140845	123763	51449	51449	585	2340	2340	2340	585	2340	hero/xunyu.png	0		
58213	重楼刀兵	117	1	13	3	10	101888	128984	150413	56317	56317	585	2340	2340	2340	585	2340	hero/dao.png	0		
58215	重楼刀兵	117	1	13	5	10	101888	128984	150413	56317	56317	585	2340	2340	2340	585	2340	hero/dao.png	0		
58223	重楼枪兵	117	2	13	3	10	101888	137219	137149	52197	52197	585	2340	2340	2340	585	2340	hero/qiang.png	0		
58225	重楼枪兵	117	2	13	5	10	101888	137219	137149	52197	52197	585	2340	2340	2340	585	2340	hero/qiang.png	0		
58243	重楼谋士	117	4	13	3	10	101888	142001	124575	51871	51871	585	2340	2340	2340	585	2340	hero/xunyu.png	0		
58245	重楼谋士	117	4	13	5	10	101888	142001	124575	51871	51871	585	2340	2340	2340	585	2340	hero/xunyu.png	0		
58255	重楼红颜	117	5	13	5	10	101888	142277	124501	51673	51673	585	2340	2340	2340	585	2340	hero/hongyan.png	0		
58313	重楼刀兵	117	1	13	3	10	102687	130054	151324	56756	56756	585	2340	2340	2340	585	2340	hero/dao.png	0		
58315	重楼刀兵	117	1	13	5	10	102687	130054	151324	56756	56756	585	2340	2340	2340	585	2340	hero/dao.png	0		
58325	重楼枪兵	117	2	13	5	10	102687	138316	138007	52623	52623	585	2340	2340	2340	585	2340	hero/qiang.png	0		
58335	重楼骑兵	117	3	13	5	10	102687	142861	138007	52439	52439	585	2340	2340	2340	585	2340	hero/qi.png	0		
58345	重楼谋士	117	4	13	5	10	102687	143156	125387	52294	52294	585	2340	2340	2340	585	2340	hero/xunyu.png	0		
58413	重楼刀兵	117	1	13	3	10	103487	131125	152235	57196	57196	585	2340	2340	2340	585	2340	hero/dao.png	0		
58423	重楼枪兵	117	2	13	3	10	103487	139413	138864	53049	53049	585	2340	2340	2340	585	2340	hero/qiang.png	0		
58435	重楼骑兵	117	3	13	5	10	103487	144033	138864	52852	52852	585	2340	2340	2340	585	2340	hero/qi.png	0		
58445	重楼谋士	117	4	13	5	10	103487	144311	126199	52716	52716	585	2340	2340	2340	585	2340	hero/xunyu.png	0		
58455	重楼红颜	117	5	13	5	10	103487	144645	126133	52496	52496	585	2340	2340	2340	585	2340	hero/hongyan.png	0		
58513	重楼刀兵	117	1	13	3	10	104285	132195	153146	57635	57635	585	2340	2340	2340	585	2340	hero/dao.png	0		
58533	重楼骑兵	117	3	13	3	10	104285	145206	139721	53266	53266	585	2340	2340	2340	585	2340	hero/qi.png	0		
58535	重楼骑兵	117	3	13	5	10	104285	145206	139721	53266	53266	585	2340	2340	2340	585	2340	hero/qi.png	0		
58545	重楼谋士	117	4	13	5	10	104285	145467	127011	53138	53138	585	2340	2340	2340	585	2340	hero/xunyu.png	0		
58553	重楼红颜	117	5	13	3	10	104285	145829	126950	52907	52907	585	2340	2340	2340	585	2340	hero/hongyan.png	0		
58555	重楼红颜	117	5	13	5	10	104285	145829	126950	52907	52907	585	2340	2340	2340	585	2340	hero/hongyan.png	0		
58613	重楼刀兵	118	1	14	3	10	105084	133266	154056	58074	58074	590	2360	2360	2360	590	2360	hero/dao.png	0		
58623	重楼枪兵	118	2	14	3	10	105084	141607	140579	53901	53901	590	2360	2360	2360	590	2360	hero/qiang.png	0		
58633	重楼骑兵	118	3	14	3	10	105084	146379	140579	53680	53680	590	2360	2360	2360	590	2360	hero/qi.png	0		
58635	重楼骑兵	118	3	14	5	10	105084	146379	140579	53680	53680	590	2360	2360	2360	590	2360	hero/qi.png	0		
58643	重楼谋士	118	4	14	3	10	105084	146622	127823	53560	53560	590	2360	2360	2360	590	2360	hero/xunyu.png	0		
58655	重楼红颜	118	5	14	5	10	105084	147013	127766	53318	53318	590	2360	2360	2360	590	2360	hero/hongyan.png	0		
58713	重楼刀兵	118	1	14	3	10	105883	134336	154967	58513	58513	590	2360	2360	2360	590	2360	hero/dao.png	0		
58715	重楼刀兵	118	1	14	5	10	105883	134336	154967	58513	58513	590	2360	2360	2360	590	2360	hero/dao.png	0		
58725	重楼枪兵	118	2	14	5	10	105883	142704	141436	54327	54327	590	2360	2360	2360	590	2360	hero/qiang.png	0		
58733	重楼骑兵	118	3	14	3	10	105883	147552	141436	54093	54093	590	2360	2360	2360	590	2360	hero/qi.png	0		
58745	重楼谋士	118	4	14	5	10	105883	147777	128635	53982	53982	590	2360	2360	2360	590	2360	hero/xunyu.png	0		
58755	重楼红颜	118	5	14	5	10	105883	148197	128582	53729	53729	590	2360	2360	2360	590	2360	hero/hongyan.png	0		
58823	重楼枪兵	118	2	14	3	10	106682	143802	142293	54753	54753	590	2360	2360	2360	590	2360	hero/qiang.png	0		
58833	重楼骑兵	118	3	14	3	10	106682	148724	142293	54507	54507	590	2360	2360	2360	590	2360	hero/qi.png	0		
